73 11032 46122
0 0     1.224100e+02 6.554999e+01
47 7199     -1.118000e+02 -8.410999e+01
56 7199     -1.316700e+02 -9.347998e+01
38 7200     2.204300e+02 -8.279999e+01
47 7200     2.484100e+02 -9.364001e+01
53 7200     -4.073900e+02 -1.053000e+02
55 7200     -3.637600e+02 -1.098300e+02
56 7200     2.854000e+02 -1.066300e+02
66 7200     -1.824000e+02 -1.245000e+02
68 7200     -2.537700e+02 -1.187200e+02
69 7200     -2.320007e+00 -1.438800e+02
70 7200     3.387400e+02 -1.237300e+02
71 7200     -9.667001e+01 -1.326000e+02
38 7201     -2.088500e+02 -8.383002e+01
47 7201     -2.652100e+02 -1.016500e+02
38 7202     2.268900e+02 -8.401001e+01
47 7202     2.562800e+02 -9.523999e+01
53 7202     -3.974800e+02 -1.048800e+02
55 7202     -3.533300e+02 -1.094500e+02
56 7202     2.952400e+02 -1.087700e+02
66 7202     -1.713700e+02 -1.239500e+02
68 7202     -2.429700e+02 -1.182400e+02
69 7202     9.910004e+00 -1.432000e+02
70 7202     3.513600e+02 -1.264600e+02
71 7202     -8.507001e+01 -1.317100e+02
38 7203     2.167300e+02 -8.771002e+01
47 7203     2.438400e+02 -9.954999e+01
53 7203     -4.132100e+02 -1.129500e+02
55 7203     -3.697200e+02 -1.180900e+02
56 7203     2.798900e+02 -1.133400e+02
66 7203     -1.885700e+02 -1.347600e+02
68 7203     -2.599400e+02 -1.282400e+02
69 7203     -7.929993e+00 -1.560100e+02
70 7203     3.315000e+02 -1.315700e+02
38 7204     -8.941000e+01 -9.028998e+01
47 7204     -1.043900e+02 -9.991998e+01
38 7205     2.295100e+02 -9.034998e+01
47 7205     2.593900e+02 -1.026100e+02
53 7205     -3.932900e+02 -1.122800e+02
55 7205     -3.491600e+02 -1.172700e+02
56 7205     2.993000e+02 -1.175300e+02
66 7205     -1.661000e+02 -1.338300e+02
68 7205     -2.380700e+02 -1.274100e+02
69 7205     1.551001e+01 -1.552500e+02
70 7205     3.572200e+02 -1.375400e+02
71 7205     -7.976999e+01 -1.428900e+02
38 7206     2.185200e+02 -9.075000e+01
47 7206     2.462600e+02 -1.029200e+02
56 7206     2.829200e+02 -1.175500e+02
66 7206     -1.839900e+02 -1.395100e+02
68 7206     -2.559700e+02 -1.324800e+02
70 7206     3.357300e+02 -1.371200e+02
71 7206     -9.729999e+01 -1.492900e+02
38 7207     2.185200e+02 -9.075000e+01
47 7207     2.462600e+02 -1.029200e+02
53 7207     -4.102500e+02 -1.162500e+02
55 7207     -3.665400e+02 -1.215700e+02
56 7207     2.829200e+02 -1.175500e+02
66 7207     -1.839900e+02 -1.395100e+02
68 7207     -2.559700e+02 -1.324800e+02
70 7207     3.357300e+02 -1.371200e+02
38 7208     2.222200e+02 -9.378003e+01
47 7208     2.507700e+02 -1.065500e+02
53 7208     -4.042600e+02 -1.190800e+02
55 7208     -3.602400e+02 -1.246100e+02
56 7208     2.889100e+02 -1.220000e+02
66 7208     -1.772700e+02 -1.425100e+02
68 7208     -2.489600e+02 -1.354700e+02
70 7208     3.439600e+02 -1.425200e+02
38 7209     2.222200e+02 -9.378003e+01
47 7209     2.507700e+02 -1.065500e+02
55 7209     -3.602400e+02 -1.246100e+02
38 7210     2.189200e+02 -9.378003e+01
47 7210     2.467400e+02 -1.066100e+02
53 7210     -4.093700e+02 -1.204400e+02
55 7210     -3.654300e+02 -1.257800e+02
56 7210     2.837500e+02 -1.217700e+02
66 7210     -1.829300e+02 -1.441300e+02
68 7210     -2.548000e+02 -1.370300e+02
69 7210     -1.070007e+00 -1.677600e+02
70 7210     3.368500e+02 -1.420300e+02
71 7210     -9.657999e+01 -1.542000e+02
38 7211     2.254300e+02 -9.542999e+01
47 7211     2.543900e+02 -1.083800e+02
53 7211     -3.995200e+02 -1.200000e+02
55 7211     -3.553700e+02 -1.255300e+02
56 7211     2.931900e+02 -1.241500e+02
66 7211     -1.720600e+02 -1.433100e+02
68 7211     -2.442200e+02 -1.364400e+02
70 7211     3.490800e+02 -1.451800e+02
38 7212     -9.954999e+01 -9.958002e+01
47 7212     -1.237100e+02 -1.163600e+02
38 7213     2.524000e+02 -1.095600e+02
47 7213     2.878300e+02 -1.254500e+02
56 7213     3.349600e+02 -1.451800e+02
38 7214     2.817800e+02 -1.206200e+02
47 7214     3.372600e+02 -1.447600e+02
38 7215     2.899800e+02 -1.294200e+02
47 7215     3.476100e+02 -1.557600e+02
38 7216     -1.578000e+02 -2.068300e+02
47 7216     -2.229000e+02 -2.733600e+02
56 7216     -3.444000e+02 -3.940900e+02
38 7217     -1.677100e+02 -2.078000e+02
47 7217     -2.365400e+02 -2.752900e+02
56 7217     -3.666000e+02 -3.994200e+02
38 7218     -1.851100e+02 -2.191300e+02
47 7218     -2.642700e+02 -2.937400e+02
38 7219     -1.851100e+02 -2.191300e+02
47 7219     -2.642700e+02 -2.937400e+02
38 7220     -2.429200e+02 3.798000e+02
47 7220     -2.737200e+02 4.176200e+02
38 7221     2.402600e+02 3.380200e+02
47 7221     2.574600e+02 3.677400e+02
56 7221     2.800800e+02 4.039000e+02
38 7222     -1.359300e+02 3.242000e+02
47 7222     -1.534800e+02 3.529000e+02
38 7223     -2.116200e+02 3.046900e+02
47 7223     -2.354400e+02 3.312800e+02
38 7224     1.948500e+02 2.777400e+02
47 7224     2.068600e+02 2.985500e+02
70 7224     2.397800e+02 3.524000e+02
38 7225     2.769000e+02 2.629900e+02
47 7225     2.942400e+02 2.848200e+02
56 7225     3.186500e+02 3.103600e+02
38 7226     3.648400e+02 1.953003e+01
47 7226     3.961400e+02 2.270001e+01
53 7226     -2.687900e+02 1.615997e+01
55 7226     -2.449400e+02 1.803003e+01
58 7226     -2.908300e+02 1.521002e+01
59 7226     -2.187000e+02 2.044000e+01
66 7226     -1.548600e+02 2.482001e+01
68 7226     -1.886300e+02 2.250000e+01
69 7226     -8.372000e+01 2.734003e+01
71 7226     -1.175500e+02 2.671997e+01
38 7227     -3.027400e+02 -6.859998e+01
46 7227     1.725900e+02 -7.428003e+01
47 7227     -3.379500e+02 -7.608002e+01
48 7227     1.464800e+02 -7.626001e+01
56 7227     -3.775900e+02 -8.215002e+01
38 7228     -8.710001e+01 -7.158002e+01
47 7228     -1.026200e+02 -7.935999e+01
38 7229     2.617600e+02 -9.316998e+01
47 7229     2.976700e+02 -1.060000e+02
53 7229     -3.504500e+02 -1.060100e+02
55 7229     -3.063200e+02 -1.100800e+02
56 7229     3.462800e+02 -1.214300e+02
58 7229     -3.902700e+02 -1.011900e+02
38 7230     2.825200e+02 -1.150100e+02
47 7230     3.379500e+02 -1.379400e+02
53 7230     -3.134900e+02 -1.260100e+02
55 7230     -2.535200e+02 -1.336400e+02
58 7230     -3.666800e+02 -1.189100e+02
59 7230     -1.839400e+02 -1.408800e+02
68 7230     -1.001600e+02 -1.504000e+02
38 7231     -1.647500e+02 -2.100000e+02
47 7231     -2.320400e+02 -2.782400e+02
56 7231     -3.587600e+02 -4.033700e+02
38 7232     -1.730700e+02 -2.156400e+02
47 7232     -2.451400e+02 -2.873300e+02
38 7233     -1.637700e+02 -2.229300e+02
47 7233     -2.325200e+02 -2.964800e+02
38 7234     -2.328100e+02 3.546100e+02
47 7234     -2.595000e+02 3.856200e+02
38 7235     -1.550500e+02 3.371000e+02
47 7235     -1.743200e+02 3.671400e+02
56 7235     -1.944500e+02 4.050400e+02
70 7235     -2.143800e+02 4.429700e+02
38 7236     2.931000e+02 3.084700e+02
47 7236     3.131700e+02 3.340300e+02
38 7237     2.491200e+02 2.477900e+02
47 7237     2.662900e+02 2.676500e+02
38 7238     2.448600e+02 2.091800e+02
47 7238     2.611500e+02 2.262600e+02
56 7238     2.822200e+02 2.477400e+02
38 7239     2.871800e+02 -7.110999e+01
47 7239     3.246100e+02 -8.002002e+01
38 7240     2.824000e+02 -1.267200e+02
47 7240     3.381800e+02 -1.525300e+02
38 7241     -1.524400e+02 3.807800e+02
47 7241     -1.734600e+02 4.158000e+02
56 7241     -1.946000e+02 4.594900e+02
38 7242     -1.372600e+02 3.651500e+02
47 7242     -1.552500e+02 3.983300e+02
38 7243     -1.287100e+02 3.595700e+02
47 7243     -1.460900e+02 3.922500e+02
56 7243     -1.627500e+02 4.330400e+02
38 7244     -1.495500e+02 3.425700e+02
47 7244     -1.680500e+02 3.727800e+02
38 7245     -2.120000e+02 3.126700e+02
47 7245     -2.360600e+02 3.393800e+02
56 7245     -2.630200e+02 3.752200e+02
38 7246     2.830200e+02 3.120800e+02
47 7246     3.046000e+02 3.386500e+02
38 7247     -3.157300e+02 4.141998e+01
47 7247     -3.471900e+02 4.437000e+01
38 7248     -1.757100e+02 -2.269300e+02
47 7248     -2.503200e+02 -3.036700e+02
38 7249     -1.355600e+02 3.482200e+02
47 7249     -1.523500e+02 3.791900e+02
56 7249     -1.706600e+02 4.180400e+02
70 7249     -1.878300e+02 4.572500e+02
38 7250     -2.039400e+02 3.212900e+02
47 7250     -2.278800e+02 3.495400e+02
56 7250     -2.538300e+02 3.856800e+02
38 7251     -3.252300e+02 3.326001e+01
47 7251     -3.685700e+02 3.687000e+01
48 7251     1.124100e+02 3.153003e+01
38 7252     2.328600e+02 3.376100e+02
47 7252     2.501000e+02 3.668400e+02
38 7253     2.179100e+02 2.649300e+02
47 7253     2.321200e+02 2.854800e+02
56 7253     2.500000e+02 3.111100e+02
70 7253     2.716700e+02 3.409900e+02
38 7254     2.179100e+02 2.649300e+02
47 7254     2.321200e+02 2.854800e+02
38 7255     2.710200e+02 2.636200e+02
47 7255     2.899100e+02 2.867200e+02
38 7256     -2.551900e+02 -6.489001e+01
47 7256     -2.817700e+02 -7.026001e+01
56 7256     -3.112900e+02 -7.457001e+01
38 7257     1.957900e+02 -1.155100e+02
47 7257     2.172400e+02 -1.288100e+02
38 7258     2.255500e+02 -1.155100e+02
47 7258     2.516500e+02 -1.291700e+02
38 7259     2.255500e+02 -1.155100e+02
47 7259     2.516500e+02 -1.291700e+02
38 7260     -1.614000e+02 -2.095400e+02
47 7260     -2.274400e+02 -2.768000e+02
38 7261     -1.749300e+02 -2.189900e+02
47 7261     -2.476000e+02 -2.911900e+02
38 7262     -1.626900e+02 3.387000e+02
47 7262     -1.843500e+02 3.715000e+02
38 7263     1.811200e+02 -8.103998e+01
47 7263     1.978100e+02 -8.915002e+01
56 7263     2.178800e+02 -9.760999e+01
66 7263     -3.123900e+02 -1.314600e+02
68 7263     -3.645500e+02 -1.273000e+02
70 7263     2.458500e+02 -1.082200e+02
38 7264     -1.550900e+02 3.990700e+02
47 7264     -1.767300e+02 4.384000e+02
56 7264     -1.996000e+02 4.877100e+02
70 7264     -2.237400e+02 5.385600e+02
38 7265     -1.499400e+02 3.686300e+02
47 7265     -1.698200e+02 4.030200e+02
56 7265     -1.907400e+02 4.462000e+02
38 7266     -1.678600e+02 2.983200e+02
47 7266     -1.884800e+02 3.249400e+02
38 7267     2.326700e+02 -1.023900e+02
47 7267     2.640800e+02 -1.161500e+02
56 7267     3.030900e+02 -1.338800e+02
70 7267     3.629300e+02 -1.578500e+02
38 7268     -1.604800e+02 3.816500e+02
47 7268     -1.817100e+02 4.153000e+02
38 7269     -2.233500e+02 3.403800e+02
47 7269     -2.499000e+02 3.709000e+02
56 7269     -2.783600e+02 4.105800e+02
70 7269     -3.067100e+02 4.504600e+02
39 7270     -3.478100e+02 5.230300e+02
45 7270     -2.757100e+02 4.312100e+02
39 7271     -2.450300e+02 4.710300e+02
43 7271     -3.015500e+02 5.587200e+02
39 7272     -1.550200e+02 2.960400e+02
43 7272     -1.774300e+02 3.235700e+02
39 7273     -1.045100e+02 2.927100e+02
43 7273     -1.219000e+02 3.182800e+02
39 7274     -1.625300e+02 2.830400e+02
43 7274     -1.852200e+02 3.091600e+02
39 7275     2.086900e+02 2.793200e+02
45 7275     2.031800e+02 2.573700e+02
39 7276     1.765000e+02 2.766400e+02
43 7276     1.811600e+02 2.957500e+02
39 7277     -1.065300e+02 2.746500e+02
43 7277     -1.230700e+02 2.976600e+02
39 7278     2.095500e+02 2.739900e+02
43 7278     2.162000e+02 2.930000e+02
39 7279     -1.033300e+02 2.703500e+02
43 7279     -1.198000e+02 2.930900e+02
39 7280     -1.166200e+02 2.512500e+02
45 7280     -9.866000e+01 2.292800e+02
39 7281     3.863300e+02 5.015997e+01
45 7281     3.702200e+02 4.415002e+01
39 7282     -3.430100e+02 4.402002e+01
45 7282     -2.854000e+02 3.565997e+01
50 7282     -3.765400e+02 7.164001e+01
39 7283     -3.791800e+02 6.169983e+00
45 7283     -3.142800e+02 3.429993e+00
39 7284     -3.853700e+02 -8.827002e+01
45 7284     -3.225300e+02 -7.785999e+01
39 7285     -1.051100e+02 2.842600e+02
45 7285     -8.723999e+01 2.597600e+02
39 7286     -1.097800e+02 2.734100e+02
45 7286     -9.185001e+01 2.498600e+02
39 7287     -1.499600e+02 2.511600e+02
45 7287     -1.292400e+02 2.287000e+02
60 7287     -1.120900e+02 2.108300e+02
39 7288     1.777200e+02 2.452000e+02
43 7288     1.821400e+02 2.617900e+02
45 7288     1.745300e+02 2.271100e+02
39 7289     -3.296700e+02 7.458002e+01
45 7289     -2.756500e+02 6.278003e+01
39 7290     -3.296700e+02 7.458002e+01
45 7290     -2.756500e+02 6.278003e+01
50 7290     -3.514500e+02 1.135100e+02
39 7291     -3.276900e+02 6.751001e+01
45 7291     -2.742800e+02 5.637000e+01
39 7292     -3.145600e+02 6.176001e+01
45 7292     -2.645400e+02 5.163000e+01
39 7293     -3.262100e+02 5.727002e+01
45 7293     -2.733800e+02 4.787000e+01
39 7294     -3.400400e+02 5.137000e+01
45 7294     -2.835400e+02 4.219000e+01
39 7295     -3.400400e+02 5.137000e+01
45 7295     -2.835400e+02 4.219000e+01
39 7296     -3.400400e+02 5.137000e+01
45 7296     -2.835400e+02 4.219000e+01
50 7296     -3.714100e+02 8.225000e+01
60 7296     -2.393700e+02 3.462000e+01
39 7297     -3.323000e+02 4.985999e+01
45 7297     -2.776200e+02 4.125000e+01
50 7297     -3.576700e+02 8.123999e+01
39 7298     -3.220600e+02 4.859998e+01
45 7298     -2.700100e+02 4.001001e+01
50 7298     -3.403500e+02 8.054999e+01
39 7299     -3.633400e+02 3.732001e+01
45 7299     -3.012800e+02 3.017999e+01
50 7299     -4.083600e+02 6.169000e+01
39 7300     -3.525200e+02 3.634003e+01
45 7300     -2.926100e+02 2.875000e+01
50 7300     -3.915500e+02 6.090997e+01
60 7300     -2.458600e+02 2.276001e+01
39 7301     -3.304700e+02 3.588000e+01
45 7301     -2.763200e+02 2.898999e+01
50 7301     -3.552800e+02 6.228998e+01
39 7302     -3.304700e+02 3.588000e+01
45 7302     -2.763200e+02 2.898999e+01
39 7303     -3.345000e+02 3.421997e+01
45 7303     -2.796000e+02 2.782001e+01
50 7303     -3.625900e+02 6.045001e+01
39 7304     -3.345000e+02 3.421997e+01
45 7304     -2.796000e+02 2.782001e+01
50 7304     -3.625900e+02 6.045001e+01
39 7305     -2.237700e+02 3.315002e+01
45 7305     -1.937600e+02 2.859003e+01
60 7305     -1.666900e+02 2.392999e+01
39 7306     2.878100e+02 2.577002e+01
43 7306     3.010200e+02 2.709003e+01
45 7306     2.769200e+02 2.152002e+01
39 7307     -3.623800e+02 5.929993e+00
45 7307     -2.984200e+02 2.849976e+00
39 7308     -2.356200e+02 -6.317999e+01
45 7308     -2.007900e+02 -5.857001e+01
39 7309     3.323700e+02 -1.233300e+02
43 7309     3.734600e+02 -1.415600e+02
39 7310     3.237800e+02 -1.247600e+02
43 7310     3.636400e+02 -1.431200e+02
39 7311     -2.960700e+02 4.512200e+02
43 7311     -3.717400e+02 5.502300e+02
39 7312     -2.997100e+02 4.487400e+02
43 7312     -3.756500e+02 5.466300e+02
39 7313     -1.149500e+02 3.139300e+02
45 7313     -9.662000e+01 2.854000e+02
60 7313     -8.229001e+01 2.623900e+02
64 7313     -7.073999e+01 2.422000e+02
39 7314     -1.149500e+02 3.139300e+02
45 7314     -9.662000e+01 2.854000e+02
60 7314     -8.229001e+01 2.623900e+02
39 7315     -1.099300e+02 3.127700e+02
45 7315     -9.192001e+01 2.851100e+02
60 7315     -7.804001e+01 2.622600e+02
64 7315     -6.670999e+01 2.423500e+02
39 7316     -1.099300e+02 3.127700e+02
45 7316     -9.192001e+01 2.851100e+02
39 7317     -1.516600e+02 3.064500e+02
45 7317     -1.300500e+02 2.787000e+02
60 7317     -1.124100e+02 2.552900e+02
39 7318     -1.466100e+02 3.032400e+02
43 7318     -1.676000e+02 3.307700e+02
39 7319     -8.826999e+01 2.851400e+02
43 7319     -1.043000e+02 3.090500e+02
39 7320     -8.938000e+01 2.783700e+02
45 7320     -7.410999e+01 2.552700e+02
39 7321     -9.125000e+01 2.741800e+02
43 7321     -1.062900e+02 2.964900e+02
39 7322     -1.134900e+02 2.665400e+02
43 7322     -1.312000e+02 2.909600e+02
39 7323     1.828700e+02 2.604200e+02
43 7323     1.879200e+02 2.775600e+02
39 7324     -9.362000e+01 2.579300e+02
45 7324     -7.828000e+01 2.369100e+02
60 7324     -6.503000e+01 2.184000e+02
64 7324     -5.464999e+01 2.024700e+02
39 7325     -1.448900e+02 2.519500e+02
43 7325     -1.651800e+02 2.740300e+02
45 7325     -1.242000e+02 2.297300e+02
60 7325     -1.083200e+02 2.117400e+02
64 7325     -9.464999e+01 1.955800e+02
39 7326     -3.485400e+02 7.683002e+01
45 7326     -2.896700e+02 6.434003e+01
39 7327     -3.440300e+02 7.012000e+01
45 7327     -2.864800e+02 5.852002e+01
39 7328     -3.622600e+02 6.566998e+01
45 7328     -2.555700e+02 4.665002e+01
39 7329     -3.194100e+02 5.989001e+01
45 7329     -2.676000e+02 4.964001e+01
60 7329     -2.271400e+02 4.203003e+01
39 7330     -3.257700e+02 5.351001e+01
45 7330     -2.729400e+02 4.457001e+01
60 7330     -2.311300e+02 3.676001e+01
39 7331     -3.257700e+02 5.351001e+01
45 7331     -2.729400e+02 4.457001e+01
50 7331     -3.462600e+02 8.564001e+01
39 7332     -3.356400e+02 5.296002e+01
45 7332     -2.803600e+02 4.363000e+01
50 7332     -3.635000e+02 8.395001e+01
39 7333     -3.227800e+02 3.801001e+01
45 7333     -2.705200e+02 3.142999e+01
50 7333     -3.418600e+02 6.642999e+01
60 7333     -2.292400e+02 2.559003e+01
39 7334     -3.384200e+02 3.683002e+01
45 7334     -2.824000e+02 2.977002e+01
39 7335     -3.428700e+02 3.534998e+01
45 7335     -2.857500e+02 2.816998e+01
50 7335     -3.763700e+02 6.113000e+01
60 7335     -2.410000e+02 2.256000e+01
39 7336     -3.315800e+02 2.417999e+01
45 7336     -2.776500e+02 1.904999e+01
60 7336     -2.346400e+02 1.463000e+01
64 7336     -2.023500e+02 1.098999e+01
39 7337     -3.287300e+02 4.609985e+00
45 7337     -2.708600e+02 1.659973e+00
60 7337     -2.266800e+02 -7.600098e-01
39 7338     3.746600e+02 -6.573999e+01
43 7338     3.939200e+02 -7.121002e+01
45 7338     3.595300e+02 -6.469000e+01
39 7339     3.746600e+02 -6.573999e+01
43 7339     3.939200e+02 -7.121002e+01
45 7339     3.595300e+02 -6.469000e+01
39 7340     -2.240700e+02 5.764800e+02
45 7340     -1.761400e+02 4.854000e+02
39 7341     -2.781000e+02 4.564900e+02
43 7341     -3.483200e+02 5.542300e+02
39 7342     -1.438200e+02 2.922800e+02
45 7342     -1.224900e+02 2.657900e+02
39 7343     -1.438200e+02 2.922800e+02
45 7343     -1.224900e+02 2.657900e+02
60 7343     -1.052100e+02 2.433600e+02
64 7343     -9.129001e+01 2.244500e+02
39 7344     -1.603000e+02 2.860700e+02
45 7344     -1.376200e+02 2.598600e+02
60 7344     -1.199400e+02 2.383100e+02
39 7345     -1.603000e+02 2.860700e+02
45 7345     -1.376200e+02 2.598600e+02
60 7345     -1.199400e+02 2.383100e+02
39 7346     2.091300e+02 2.838100e+02
45 7346     2.042200e+02 2.622400e+02
60 7346     1.991900e+02 2.460300e+02
64 7346     1.932300e+02 2.302200e+02
39 7347     2.178200e+02 2.832200e+02
43 7347     2.271400e+02 3.039700e+02
39 7348     -1.151800e+02 2.744700e+02
45 7348     -9.714001e+01 2.511000e+02
60 7348     -8.214001e+01 2.300300e+02
64 7348     -7.001999e+01 2.122900e+02
39 7349     1.745800e+02 2.663700e+02
43 7349     1.803400e+02 2.847400e+02
45 7349     1.710800e+02 2.464100e+02
39 7350     -1.172100e+02 2.435900e+02
45 7350     -9.917999e+01 2.216000e+02
39 7351     -6.950000e+01 1.666000e+02
43 7351     -7.954999e+01 1.741000e+02
45 7351     -5.847000e+01 1.569000e+02
60 7351     -4.854001e+01 1.491400e+02
64 7351     -4.073001e+01 1.420200e+02
39 7352     -6.950000e+01 1.666000e+02
43 7352     -7.954999e+01 1.741000e+02
45 7352     -5.847000e+01 1.569000e+02
60 7352     -4.854001e+01 1.491400e+02
64 7352     -4.073001e+01 1.420200e+02
39 7353     -3.224800e+02 4.242999e+01
45 7353     -2.706400e+02 3.582001e+01
60 7353     -2.295800e+02 2.953998e+01
39 7354     3.247100e+02 4.098999e+01
43 7354     3.394700e+02 4.289001e+01
39 7355     -2.208600e+02 3.677002e+01
45 7355     -1.910700e+02 3.182001e+01
60 7355     -1.653600e+02 2.738000e+01
64 7355     -1.452900e+02 2.377002e+01
39 7356     -3.201200e+02 3.284003e+01
45 7356     -2.689200e+02 2.627002e+01
60 7356     -2.278500e+02 2.112000e+01
64 7356     -1.969000e+02 1.732001e+01
39 7357     3.737600e+02 -1.945001e+01
45 7357     3.576300e+02 -2.131000e+01
39 7358     3.794100e+02 -3.015997e+01
45 7358     3.637900e+02 -3.102002e+01
60 7358     3.509000e+02 -2.887000e+01
39 7359     -3.158200e+02 -6.088000e+01
45 7359     -2.732400e+02 -5.665997e+01
39 7360     -3.158200e+02 -6.088000e+01
45 7360     -2.732400e+02 -5.665997e+01
60 7360     -2.403000e+02 -5.287000e+01
64 7360     -2.113800e+02 -5.052002e+01
39 7361     -3.174300e+02 -6.640997e+01
45 7361     -2.739300e+02 -6.150000e+01
64 7361     -2.116900e+02 -5.447998e+01
39 7362     -3.140000e+02 -7.409003e+01
45 7362     -2.712600e+02 -6.850000e+01
64 7362     -2.095900e+02 -5.897998e+01
39 7363     -1.448300e+02 3.200000e+02
45 7363     -1.230700e+02 2.899900e+02
39 7364     -3.390400e+02 5.792999e+01
45 7364     -2.825500e+02 4.815002e+01
50 7364     -3.698700e+02 8.947000e+01
60 7364     -2.384600e+02 3.978003e+01
39 7365     -3.313300e+02 5.660999e+01
45 7365     -2.771000e+02 4.721002e+01
50 7365     -3.563700e+02 8.832001e+01
39 7366     -3.412200e+02 4.190002e+01
45 7366     -2.842500e+02 3.435999e+01
50 7366     -3.743600e+02 6.910999e+01
60 7366     -2.398600e+02 2.778998e+01
39 7367     3.734000e+02 3.988000e+01
43 7367     3.919900e+02 4.209003e+01
39 7368     -2.552400e+02 -6.176001e+01
45 7368     -2.182400e+02 -5.642999e+01
39 7369     -1.058200e+02 -1.180900e+02
45 7369     -7.244000e+01 -1.004200e+02
39 7370     3.421500e+02 -1.269600e+02
43 7370     3.856200e+02 -1.460300e+02
39 7371     -1.290800e+02 3.143800e+02
43 7371     -1.492100e+02 3.442600e+02
39 7372     -9.473999e+01 2.892700e+02
43 7372     -1.116700e+02 3.136000e+02
39 7373     -9.007999e+01 2.817300e+02
43 7373     -1.053400e+02 3.050500e+02
45 7373     -7.366000e+01 2.579900e+02
39 7374     -1.106000e+02 2.418700e+02
45 7374     -9.314001e+01 2.208900e+02
60 7374     -7.876001e+01 2.039500e+02
64 7374     -6.767999e+01 1.887100e+02
39 7375     3.770100e+02 -1.726700e+02
45 7375     3.027600e+02 -1.383400e+02
60 7375     2.568600e+02 -1.139700e+02
39 7376     -2.783900e+02 7.976001e+01
45 7376     -2.246600e+02 6.396002e+01
39 7377     -3.024300e+02 6.307001e+01
43 7377     -3.826300e+02 7.751001e+01
60 7377     -1.990200e+02 4.381000e+01
39 7378     -3.502500e+02 5.173999e+01
45 7378     -2.915600e+02 4.253998e+01
50 7378     -3.847800e+02 8.101001e+01
60 7378     -2.456500e+02 3.434998e+01
39 7379     3.830800e+02 4.675000e+01
45 7379     3.676500e+02 4.115997e+01
60 7379     3.544900e+02 3.921997e+01
64 7379     3.395000e+02 3.619000e+01
39 7380     -3.593100e+02 4.162000e+01
45 7380     -2.979000e+02 3.344000e+01
60 7380     -2.504200e+02 2.671997e+01
64 7380     -2.146600e+02 2.184998e+01
39 7381     -1.566400e+02 2.714600e+02
43 7381     -1.792700e+02 2.966400e+02
39 7382     1.935700e+02 2.905700e+02
45 7382     1.909600e+02 2.677700e+02
60 7382     1.879600e+02 2.505900e+02
39 7383     -9.735999e+01 1.759800e+02
43 7383     -1.105000e+02 1.832600e+02
45 7383     -8.338000e+01 1.671200e+02
60 7383     -7.104999e+01 1.588400e+02
64 7383     -6.125000e+01 1.510400e+02
39 7384     -3.502900e+02 1.620001e+01
45 7384     -2.914400e+02 1.191998e+01
64 7384     -2.128200e+02 5.640015e+00
39 7385     2.023600e+02 -5.982001e+01
43 7385     2.098200e+02 -6.483002e+01
45 7385     1.968900e+02 -5.670001e+01
64 7385     1.876500e+02 -5.203003e+01
40 7386     2.794600e+02 5.345100e+02
41 7386     3.155000e+02 5.179900e+02
46 7386     2.464200e+02 5.485000e+02
48 7386     2.181800e+02 5.705100e+02
40 7387     2.693600e+02 4.810800e+02
41 7387     3.028800e+02 4.675600e+02
48 7387     2.131300e+02 5.127900e+02
40 7388     -2.557200e+02 7.265002e+01
46 7388     -3.095100e+02 7.427002e+01
48 7388     -3.632800e+02 7.652002e+01
51 7388     3.787100e+02 8.692001e+01
40 7389     -2.557200e+02 7.265002e+01
46 7389     -3.095100e+02 7.427002e+01
48 7389     -3.632800e+02 7.652002e+01
51 7389     3.787100e+02 8.692001e+01
40 7390     -2.688300e+02 7.182001e+01
46 7390     -3.234300e+02 7.384998e+01
48 7390     -3.777000e+02 7.533002e+01
40 7391     -2.688300e+02 7.182001e+01
46 7391     -3.234300e+02 7.384998e+01
48 7391     -3.777000e+02 7.533002e+01
40 7392     -2.513600e+02 7.047998e+01
48 7392     -3.591500e+02 7.310999e+01
40 7393     -2.762300e+02 6.896002e+01
48 7393     -3.860200e+02 7.259998e+01
40 7394     -2.586800e+02 6.788000e+01
46 7394     -3.133100e+02 6.940002e+01
48 7394     -3.671800e+02 7.159998e+01
51 7394     3.745600e+02 8.056000e+01
40 7395     -2.023200e+02 6.594000e+01
46 7395     -2.533800e+02 6.709998e+01
40 7396     -2.912600e+02 5.616998e+01
46 7396     -3.469300e+02 5.684003e+01
48 7396     -4.025000e+02 5.876001e+01
51 7396     3.321600e+02 6.034003e+01
40 7397     -2.912600e+02 5.616998e+01
46 7397     -3.469300e+02 5.684003e+01
48 7397     -4.025000e+02 5.876001e+01
51 7397     3.321600e+02 6.034003e+01
40 7398     -1.139100e+02 5.458002e+01
46 7398     -1.598100e+02 5.563000e+01
57 7398     -2.544800e+02 5.901001e+01
65 7398     -3.065600e+02 6.197998e+01
40 7399     -3.134700e+02 5.390997e+01
46 7399     -3.703700e+02 5.490002e+01
51 7399     3.082300e+02 5.519000e+01
40 7400     -3.042600e+02 5.390002e+01
46 7400     -3.607600e+02 5.462000e+01
51 7400     3.170400e+02 5.597998e+01
40 7401     -1.395700e+02 4.759998e+01
46 7401     -1.870900e+02 4.828998e+01
48 7401     -2.350700e+02 5.035999e+01
57 7401     -2.847200e+02 5.134003e+01
65 7401     -3.375100e+02 5.446002e+01
40 7402     -1.395700e+02 4.759998e+01
46 7402     -1.870900e+02 4.828998e+01
48 7402     -2.350700e+02 5.035999e+01
